mock230-selftest-evidence-v1
wire	osrs239
000766	PASS	godwars_saradomin_lion/primary retains exact handler [ai_opplayer2,godwars_saradomin_lion]
000767	PASS	godwars_saradomin_lion/primary retains reviewed style/max/effect/prayer metadata
000768	PASS	godwars_saradomin_unicorn/primary resolves its animation/projectile/start/impact/sound assets (2206/6376/-1/-1/-1/3888)
000769	PASS	godwars_saradomin_unicorn/primary runtime cadence is 5 ticks (got 5)
000770	PASS	godwars_saradomin_unicorn/primary retains exact handler [ai_opplayer2,godwars_saradomin_unicorn]
000771	PASS	godwars_saradomin_unicorn/primary retains reviewed style/max/effect/prayer metadata
000772	PASS	godwars_sergeant_goblin1/primary resolves its animation/projectile/start/impact/sound assets (2216/6154/-1/-1/-1/3854)
000773	PASS	godwars_sergeant_goblin1/primary runtime cadence is 5 ticks (got 5)
000774	PASS	godwars_sergeant_goblin1/primary retains exact handler [ai_opplayer2,godwars_sergeant_goblin1]
000775	PASS	godwars_sergeant_goblin1/primary retains reviewed style/max/effect/prayer metadata
000776	PASS	godwars_sergeant_goblin2/primary resolves its animation/projectile/start/impact/sound assets (2217/7071/1217/1216/1218/3868)
000777	PASS	godwars_sergeant_goblin2/primary runtime cadence is 5 ticks (got 5)
000778	PASS	godwars_sergeant_goblin2/primary retains exact handler [ai_opplayer2,godwars_sergeant_goblin2]
000779	PASS	godwars_sergeant_goblin2/primary retains reviewed style/max/effect/prayer metadata
000780	PASS	godwars_sergeant_goblin3/primary resolves its animation/projectile/start/impact/sound assets (2218/7073/1220/1219/-1/3841)
000781	PASS	godwars_sergeant_goblin3/primary runtime cadence is 5 ticks (got 5)
000782	PASS	godwars_sergeant_goblin3/primary retains exact handler [ai_opplayer2,godwars_sergeant_goblin3]
000783	PASS	godwars_sergeant_goblin3/primary retains reviewed style/max/effect/prayer metadata
000784	PASS	godwars_spiritual_armadyl_mage/primary resolves its animation/projectile/start/impact/sound assets (3168/6975/1198/1194/-1/-1)
000785	PASS	godwars_spiritual_armadyl_mage/primary runtime cadence is 3 ticks (got 3)
000786	PASS	godwars_spiritual_armadyl_mage/primary retains exact handler [ai_opplayer2,godwars_spiritual_armadyl_mage]
000787	PASS	godwars_spiritual_armadyl_mage/primary retains reviewed style/max/effect/prayer metadata
000788	PASS	godwars_spiritual_armadyl_mage/dungeon_war resolves its animation/projectile/start/impact/sound assets (3168/6975/1198/1194/-1/-1)
000789	PASS	godwars_spiritual_armadyl_mage/dungeon_war runtime cadence is 3 ticks (got 3)
000790	PASS	godwars_spiritual_armadyl_mage/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_armadyl_mage]
000791	PASS	godwars_spiritual_armadyl_mage/dungeon_war retains reviewed style/max/effect/prayer metadata
000792	PASS	godwars_spiritual_armadyl_ranger/primary resolves its animation/projectile/start/impact/sound assets (3167/6956/1192/-1/-1/-1)
000793	PASS	godwars_spiritual_armadyl_ranger/primary runtime cadence is 3 ticks (got 3)
000794	PASS	godwars_spiritual_armadyl_ranger/primary retains exact handler [ai_opplayer2,godwars_spiritual_armadyl_ranger]
000795	PASS	godwars_spiritual_armadyl_ranger/primary retains reviewed style/max/effect/prayer metadata
000796	PASS	godwars_spiritual_armadyl_ranger/dungeon_war resolves its animation/projectile/start/impact/sound assets (3167/6956/1192/-1/-1/-1)
000797	PASS	godwars_spiritual_armadyl_ranger/dungeon_war runtime cadence is 3 ticks (got 3)
000798	PASS	godwars_spiritual_armadyl_ranger/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_armadyl_ranger]
000799	PASS	godwars_spiritual_armadyl_ranger/dungeon_war retains reviewed style/max/effect/prayer metadata
000800	PASS	godwars_spiritual_armadyl_warrior/primary resolves its animation/projectile/start/impact/sound assets (3166/6955/1198/1194/-1/-1)
000801	PASS	godwars_spiritual_armadyl_warrior/primary runtime cadence is 3 ticks (got 3)
000802	PASS	godwars_spiritual_armadyl_warrior/primary retains exact handler [ai_opplayer2,godwars_spiritual_armadyl_warrior]
000803	PASS	godwars_spiritual_armadyl_warrior/primary retains reviewed style/max/effect/prayer metadata
000804	PASS	godwars_spiritual_armadyl_warrior/dungeon_war resolves its animation/projectile/start/impact/sound assets (3166/6955/1198/1194/-1/-1)
000805	PASS	godwars_spiritual_armadyl_warrior/dungeon_war runtime cadence is 3 ticks (got 3)
000806	PASS	godwars_spiritual_armadyl_warrior/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_armadyl_warrior]
000807	PASS	godwars_spiritual_armadyl_warrior/dungeon_war retains reviewed style/max/effect/prayer metadata
000808	PASS	godwars_spiritual_bandos_mage/primary resolves its animation/projectile/start/impact/sound assets (2244/6982/1197/-1/-1/-1)
000809	PASS	godwars_spiritual_bandos_mage/primary runtime cadence is 5 ticks (got 5)
000810	PASS	godwars_spiritual_bandos_mage/primary retains exact handler [ai_opplayer2,godwars_spiritual_bandos_mage]
000811	PASS	godwars_spiritual_bandos_mage/primary retains reviewed style/max/effect/prayer metadata
000812	PASS	godwars_spiritual_bandos_mage/dungeon_war resolves its animation/projectile/start/impact/sound assets (2244/6982/1197/-1/-1/-1)
000813	PASS	godwars_spiritual_bandos_mage/dungeon_war runtime cadence is 5 ticks (got 5)
000814	PASS	godwars_spiritual_bandos_mage/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_bandos_mage]
000815	PASS	godwars_spiritual_bandos_mage/dungeon_war retains reviewed style/max/effect/prayer metadata
000816	PASS	godwars_spiritual_bandos_ranger/primary resolves its animation/projectile/start/impact/sound assets (2242/6972/1197/-1/-1/-1)
000817	PASS	godwars_spiritual_bandos_ranger/primary runtime cadence is 4 ticks (got 4)
000818	PASS	godwars_spiritual_bandos_ranger/primary retains exact handler [ai_opplayer2,godwars_spiritual_bandos_ranger]
000819	PASS	godwars_spiritual_bandos_ranger/primary retains reviewed style/max/effect/prayer metadata
000820	PASS	godwars_spiritual_bandos_ranger/dungeon_war resolves its animation/projectile/start/impact/sound assets (2242/6972/1197/-1/-1/-1)
000821	PASS	godwars_spiritual_bandos_ranger/dungeon_war runtime cadence is 4 ticks (got 4)
000822	PASS	godwars_spiritual_bandos_ranger/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_bandos_ranger]
000823	PASS	godwars_spiritual_bandos_ranger/dungeon_war retains reviewed style/max/effect/prayer metadata
000824	PASS	godwars_spiritual_bandos_warrior/primary resolves its animation/projectile/start/impact/sound assets (2243/7018/-1/-1/-1/-1)
000825	PASS	godwars_spiritual_bandos_warrior/primary runtime cadence is 5 ticks (got 5)
000826	PASS	godwars_spiritual_bandos_warrior/primary retains exact handler [ai_opplayer2,godwars_spiritual_bandos_warrior]
000827	PASS	godwars_spiritual_bandos_warrior/primary retains reviewed style/max/effect/prayer metadata
000828	PASS	godwars_spiritual_bandos_warrior/dungeon_war resolves its animation/projectile/start/impact/sound assets (2243/7018/-1/-1/-1/-1)
000829	PASS	godwars_spiritual_bandos_warrior/dungeon_war runtime cadence is 5 ticks (got 5)
000830	PASS	godwars_spiritual_bandos_warrior/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_bandos_warrior]
000831	PASS	godwars_spiritual_bandos_warrior/dungeon_war retains reviewed style/max/effect/prayer metadata
000832	PASS	godwars_spiritual_saradomin_mage/primary resolves its animation/projectile/start/impact/sound assets (2212/414/1196/-1/-1/-1)
000833	PASS	godwars_spiritual_saradomin_mage/primary runtime cadence is 4 ticks (got 4)
000834	PASS	godwars_spiritual_saradomin_mage/primary retains exact handler [ai_opplayer2,godwars_spiritual_saradomin_mage]
000835	PASS	godwars_spiritual_saradomin_mage/primary retains reviewed style/max/effect/prayer metadata
000836	PASS	godwars_spiritual_saradomin_mage/dungeon_war resolves its animation/projectile/start/impact/sound assets (2212/414/1196/-1/-1/-1)
000837	PASS	godwars_spiritual_saradomin_mage/dungeon_war runtime cadence is 4 ticks (got 4)
000838	PASS	godwars_spiritual_saradomin_mage/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_saradomin_mage]
000839	PASS	godwars_spiritual_saradomin_mage/dungeon_war retains reviewed style/max/effect/prayer metadata
000840	PASS	godwars_spiritual_saradomin_ranger/primary resolves its animation/projectile/start/impact/sound assets (2211/426/1190/-1/-1/-1)
000841	PASS	godwars_spiritual_saradomin_ranger/primary runtime cadence is 4 ticks (got 4)
000842	PASS	godwars_spiritual_saradomin_ranger/primary retains exact handler [ai_opplayer2,godwars_spiritual_saradomin_ranger]
000843	PASS	godwars_spiritual_saradomin_ranger/primary retains reviewed style/max/effect/prayer metadata
000844	PASS	godwars_spiritual_saradomin_ranger/dungeon_war resolves its animation/projectile/start/impact/sound assets (2211/426/1190/-1/-1/-1)
000845	PASS	godwars_spiritual_saradomin_ranger/dungeon_war runtime cadence is 4 ticks (got 4)
000846	PASS	godwars_spiritual_saradomin_ranger/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_saradomin_ranger]
000847	PASS	godwars_spiritual_saradomin_ranger/dungeon_war retains reviewed style/max/effect/prayer metadata
000848	PASS	godwars_spiritual_saradomin_warrior/primary resolves its animation/projectile/start/impact/sound assets (2210/390/-1/-1/-1/-1)
000849	PASS	godwars_spiritual_saradomin_warrior/primary runtime cadence is 5 ticks (got 5)
000850	PASS	godwars_spiritual_saradomin_warrior/primary retains exact handler [ai_opplayer2,godwars_spiritual_saradomin_warrior]
000851	PASS	godwars_spiritual_saradomin_warrior/primary retains reviewed style/max/effect/prayer metadata
000852	PASS	godwars_spiritual_saradomin_warrior/dungeon_war resolves its animation/projectile/start/impact/sound assets (2210/390/-1/-1/-1/-1)
000853	PASS	godwars_spiritual_saradomin_warrior/dungeon_war runtime cadence is 5 ticks (got 5)
000854	PASS	godwars_spiritual_saradomin_warrior/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_saradomin_warrior]
000855	PASS	godwars_spiritual_saradomin_warrior/dungeon_war retains reviewed style/max/effect/prayer metadata
000856	PASS	godwars_spiritual_zamorak_mage/primary resolves its animation/projectile/start/impact/sound assets (3161/811/-1/-1/78/-1)
000857	PASS	godwars_spiritual_zamorak_mage/primary runtime cadence is 4 ticks (got 4)
000858	PASS	godwars_spiritual_zamorak_mage/primary retains exact handler [ai_opplayer2,godwars_spiritual_zamorak_mage]
000859	PASS	godwars_spiritual_zamorak_mage/primary retains reviewed style/max/effect/prayer metadata
000860	PASS	godwars_spiritual_zamorak_mage/dungeon_war resolves its animation/projectile/start/impact/sound assets (3161/811/1191/-1/-1/-1)
000861	PASS	godwars_spiritual_zamorak_mage/dungeon_war runtime cadence is 4 ticks (got 4)
000862	PASS	godwars_spiritual_zamorak_mage/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_zamorak_mage]
000863	PASS	godwars_spiritual_zamorak_mage/dungeon_war retains reviewed style/max/effect/prayer metadata
000864	PASS	godwars_spiritual_zamorak_ranger/primary resolves its animation/projectile/start/impact/sound assets (3160/426/1223/1222/-1/-1)
000865	PASS	godwars_spiritual_zamorak_ranger/primary runtime cadence is 4 ticks (got 4)
000866	PASS	godwars_spiritual_zamorak_ranger/primary retains exact handler [ai_opplayer2,godwars_spiritual_zamorak_ranger]
000867	PASS	godwars_spiritual_zamorak_ranger/primary retains reviewed style/max/effect/prayer metadata
000868	PASS	godwars_spiritual_zamorak_ranger/dungeon_war resolves its animation/projectile/start/impact/sound assets (3160/426/1223/1222/-1/-1)
000869	PASS	godwars_spiritual_zamorak_ranger/dungeon_war runtime cadence is 4 ticks (got 4)
000870	PASS	godwars_spiritual_zamorak_ranger/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_zamorak_ranger]
000871	PASS	godwars_spiritual_zamorak_ranger/dungeon_war retains reviewed style/max/effect/prayer metadata
000872	PASS	godwars_spiritual_zamorak_warrior/primary resolves its animation/projectile/start/impact/sound assets (3159/401/-1/-1/-1/-1)
000873	PASS	godwars_spiritual_zamorak_warrior/primary runtime cadence is 4 ticks (got 4)
000874	PASS	godwars_spiritual_zamorak_warrior/primary retains exact handler [ai_opplayer2,godwars_spiritual_zamorak_warrior]
000875	PASS	godwars_spiritual_zamorak_warrior/primary retains reviewed style/max/effect/prayer metadata
000876	PASS	godwars_spiritual_zamorak_warrior/dungeon_war resolves its animation/projectile/start/impact/sound assets (3159/401/-1/-1/-1/-1)
000877	PASS	godwars_spiritual_zamorak_warrior/dungeon_war runtime cadence is 4 ticks (got 4)
000878	PASS	godwars_spiritual_zamorak_warrior/dungeon_war retains exact handler [ai_opnpc2,godwars_spiritual_zamorak_warrior]
000879	PASS	godwars_spiritual_zamorak_warrior/dungeon_war retains reviewed style/max/effect/prayer metadata
000880	PASS	godwars_zamorak_avatar/melee resolves its animation/projectile/start/impact/sound assets (3129/6948/-1/-1/-1/3866)
000881	PASS	godwars_zamorak_avatar/melee runtime cadence is 6 ticks (got 6)
000882	PASS	godwars_zamorak_avatar/melee retains exact handler [ai_opplayer2,godwars_zamorak_avatar]
000883	PASS	godwars_zamorak_avatar/melee retains reviewed style/max/effect/prayer metadata
000884	PASS	godwars_zamorak_avatar/magic resolves its animation/projectile/start/impact/sound assets (3129/6950/1225/1191/-1/3861)
000885	PASS	godwars_zamorak_avatar/magic runtime cadence is 6 ticks (got 6)
000886	PASS	godwars_zamorak_avatar/magic retains exact handler [ai_opplayer2,godwars_zamorak_avatar]
000887	PASS	godwars_zamorak_avatar/magic retains reviewed style/max/effect/prayer metadata
000888	PASS	godwars_zamorak_avatar/prayer_slam resolves its animation/projectile/start/impact/sound assets (3129/6948/-1/-1/-1/3866)
000889	PASS	godwars_zamorak_avatar/prayer_slam runtime cadence is 6 ticks (got 6)
000890	PASS	godwars_zamorak_avatar/prayer_slam retains exact handler [ai_opplayer2,godwars_zamorak_avatar]
000891	PASS	godwars_zamorak_avatar/prayer_slam retains reviewed style/max/effect/prayer metadata
000892	PASS	all compiled GWD attack-ledger rows are runtime audited
000893	PASS	reviewed GWD ledger keeps 75 player/51 NPC rows, all six styles, nine player-effect rows, and two prayer-penetration rows (got 75/51 mask 3f effects 9 penetration 2)
000894	PASS	GWD faction-war target spawns for exact hooks
000895	PASS	godwars_spiritual_armadyl_mage spawns for exact attack trigger
000896	PASS	godwars_spiritual_armadyl_mage exact player-attack hook executes
000897	PASS	godwars_spiritual_armadyl_mage selects authored attack animation 6975 (got 6975)
000898	PASS	GWD player attack has a manifest row
000899	PASS	godwars_spiritual_armadyl_mage/primary trace launches animation godwars_spiritual_armadyl_warrior_magic (6975, got 6975)
000900	PASS	godwars_spiritual_armadyl_mage/primary trace launches start graphic godwars_armadyl_bolt_attack_spotanim (1194, got 1194)
000901	PASS	godwars_spiritual_armadyl_mage/primary trace queues projectile godwars_spiritual_armadyl_warrior_magic_spotanim (1198), exact/all 1/1, last 1198 (godwars_spiritual_armadyl_warrior_magic_spotanim)
000902	PASS	godwars_spiritual_armadyl_mage/primary projectile timing/geometry is 32..37, target -1, heights 40/36, peak/arc 15/11 (got 32..37 target -1 40/36 15/11)
000903	PASS	godwars_spiritual_armadyl_mage exact NPC-target attack hook executes
000904	PASS	godwars_spiritual_armadyl_mage NPC-target attack selects authored animation 6975 (got 6975)
000905	PASS	GWD NPC attack has a manifest row
000906	PASS	godwars_spiritual_armadyl_mage/dungeon_war trace launches animation godwars_spiritual_armadyl_warrior_magic (6975, got 6975)
000907	PASS	godwars_spiritual_armadyl_mage/dungeon_war trace launches start graphic godwars_armadyl_bolt_attack_spotanim (1194, got 1194)
000908	PASS	godwars_spiritual_armadyl_mage/dungeon_war trace queues projectile godwars_spiritual_armadyl_warrior_magic_spotanim (1198)
000909	PASS	godwars_spiritual_armadyl_mage/dungeon_war projectile timing/geometry is 32..37, target 722, heights 40/36, peak/arc 15/11
000910	PASS	godwars_armadyl_female_armor02_red spawns for exact attack trigger
000911	PASS	godwars_armadyl_female_armor02_red exact player-attack hook executes
000912	PASS	godwars_armadyl_female_armor02_red selects authored attack animation 6956 (got 6956)
000913	PASS	GWD player attack has a manifest row
000914	PASS	godwars_armadyl_female_armor02_red/primary trace launches animation godwars_armadyl_spear_attack (6956, got 6956)
