# 3rd/rsprot/gen/packet_versions.txt -- RSProt packet LAYOUT-VERSION ledger
#
# GENERATED FILE. Do not hand-edit.
#   generator : tools/rsprot_version_ledger.py
#   regenerate: python3 tools/rsprot_version_ledger.py
#   source    : /Users/matthewevers/Documents/git_repos/rsprot
#   revisions : osrs-221 .. osrs-239 (19 vendored)
#
# VERSION NUMBERS ARE APPEND-ONLY.
#   A (CLASS, DIR, HASH) triple keeps its VER forever. New layouts get the next
#   free number; existing numbers are never reassigned, renumbered or reused.
#   The generator aborts rather than change one, so C tables and generated
#   codecs can hard-code these numbers. Each class numbers its layouts 1..N in
#   ascending order of the revision that first introduced them.
#
# HASH is the first 12 hex digits of the SHA-256 of the normalised bodies of
# every function declared in the codec's .kt file, in source order: comments
# stripped, revision tokens folded to "osrsREV", whitespace collapsed. Nothing
# outside a function body contributes (no package, imports, class header, prot
# property or companion constants). Private same-file helpers ARE included --
# NpcHitEncoder.encode is a two-line dispatcher into pHits()/pHeadBars(), and an
# entry-point-only hash would report 1 layout for 221-236 instead of 16.
# A layout change living entirely in a CROSS-FILE helper (LoginBlockDecoder,
# PlayerInfo bit-packing, JagByteBuf) does NOT move this hash.
# HASH e3b0c44298fc is the empty body: a zero-payload packet
# (NoOpMessageEncoder) or a body-less interface declaration.
#
# DIR is RSProt-relative (RSProt is a server library):
#   out = *Encoder.kt = server -> client
#   in  = *Decoder.kt = client -> server
#
# REVS lists the revisions whose module contains that exact layout, as ranges
# (e.g. "221-230,233"). RETIRED means the layout is no longer present in any
# vendored revision; its number stays reserved.
#
# Columns are tab-separated:
#   CLASS  DIR  MODULE  VER  HASH  REVS
#
# SUMMARY
#   classes (class,dir pairs)  : 423
#     out (encoders)           : 278
#     in  (decoders)           : 145
#   distinct layouts           : 2490
#     out                      : 1616
#     in                       : 874
#   layouts per class          : min 1, max 19, mean 5.89
#   classes with 1 layout      : 198   (never change across their revisions)
#   classes changing every rev : 69
#   classes whose every layout : 348
#     is one contiguous run       (their C table row is a single range)
#   contiguous revision runs   : 2834
#     total, i.e. what a naive per-revision-run scheme would need. Deduplicating
#     recurring layouts by hash saves 344 codec bodies. Recurrence is real:
#     IfOpenTopEncoder cycles p2/p2Alt1/p2Alt2/p2Alt3 over 13 runs but only 4
#     distinct layouts, and revs 223-224 and 227-230 are byte-identical files.
CLASS	DIR	MODULE	VER	HASH	REVS
OpWorldEntityTDecoder	in	desktop	6	40c193651987	238
OpWorldEntityTDecoder	in	desktop	7	e55bacfe1890	239
OutgoingMessageEncoder	out	api	1	a86af9d1296b	221-224
OutgoingMessageEncoder	out	api	2	bbbaa313b8e0	225-226
OutgoingMessageEncoder	out	api	3	14c43956e088	227-234
OutgoingMessageEncoder	out	api	4	c1d55fa8832e	235-239
PacketGroupStartEncoder	out	desktop	1	06e6ad7c3322	227-239
PlayerAppearanceEncoder	out	desktop	1	6d22a07a8398	221
PlayerAppearanceEncoder	out	desktop	2	6e817feb6b1b	222
PlayerAppearanceEncoder	out	desktop	3	61f277e2350b	223
PlayerAppearanceEncoder	out	desktop	4	75804bf50924	224
PlayerAppearanceEncoder	out	desktop	5	5515bf295e5a	225
PlayerAppearanceEncoder	out	desktop	6	4ae0da399d65	226
PlayerAppearanceEncoder	out	desktop	7	e2e543343930	227,231
PlayerAppearanceEncoder	out	desktop	8	2da8e158276b	228
PlayerAppearanceEncoder	out	desktop	9	dcd5b2b43be8	229,232
PlayerAppearanceEncoder	out	desktop	10	234fb138d4f9	230
PlayerAppearanceEncoder	out	desktop	11	c5042e356156	233,236
PlayerAppearanceEncoder	out	desktop	12	0b69226afbf9	234
PlayerAppearanceEncoder	out	desktop	13	b6355dd10d4b	235
PlayerAppearanceEncoder	out	desktop	14	05291480f81e	237
PlayerAppearanceEncoder	out	desktop	15	fe1ff3b9fa00	238
PlayerAppearanceEncoder	out	desktop	16	831118a12dec	239
PlayerChatEncoder	out	desktop	1	b0d5869418de	221
PlayerChatEncoder	out	desktop	2	a47f3aadc5f6	222
PlayerChatEncoder	out	desktop	3	8615a4c31061	223
PlayerChatEncoder	out	desktop	4	fdec03bb5847	224
PlayerChatEncoder	out	desktop	5	9669d9da1a46	225
PlayerChatEncoder	out	desktop	6	c4a0d6881b0b	226
PlayerChatEncoder	out	desktop	7	eae6a2d22dca	227
PlayerChatEncoder	out	desktop	8	5243008a34df	228
PlayerChatEncoder	out	desktop	9	79e786833050	229
PlayerChatEncoder	out	desktop	10	a0bc4a621f11	230
PlayerChatEncoder	out	desktop	11	103d55db7e77	231
PlayerChatEncoder	out	desktop	12	058145f94098	232
PlayerChatEncoder	out	desktop	13	56be26a2e56b	233
PlayerChatEncoder	out	desktop	14	5aaf4ff2191d	234
PlayerChatEncoder	out	desktop	15	576cb18126ae	235
PlayerChatEncoder	out	desktop	16	a1f0e195a175	236
PlayerChatEncoder	out	desktop	17	281d925b4b50	237
PlayerChatEncoder	out	desktop	18	78088fbc5eac	238
PlayerChatEncoder	out	desktop	19	3d03d7cca9aa	239
PlayerExactMoveEncoder	out	desktop	1	7b1e9e5363b8	221
PlayerExactMoveEncoder	out	desktop	2	135b984cbb31	222
PlayerExactMoveEncoder	out	desktop	3	97584850c905	223
PlayerExactMoveEncoder	out	desktop	4	f623e417ffc0	224
PlayerExactMoveEncoder	out	desktop	5	0c648564a7dc	225
PlayerExactMoveEncoder	out	desktop	6	dd7c9dcbd9d7	226
PlayerExactMoveEncoder	out	desktop	7	66efe13809a6	227
PlayerExactMoveEncoder	out	desktop	8	649e582b4923	228
PlayerExactMoveEncoder	out	desktop	9	619c8140f481	229
PlayerExactMoveEncoder	out	desktop	10	e8867e3bd490	230
PlayerExactMoveEncoder	out	desktop	11	f7c756902ca8	231
PlayerExactMoveEncoder	out	desktop	12	d799e5ca53b9	232
PlayerExactMoveEncoder	out	desktop	13	93a9d34cb667	233
PlayerExactMoveEncoder	out	desktop	14	2e980bdb0997	234
PlayerExactMoveEncoder	out	desktop	15	9604afe47a3c	235
PlayerExactMoveEncoder	out	desktop	16	153e01691f6b	236
PlayerExactMoveEncoder	out	desktop	17	99f64d36c3b0	237
PlayerExactMoveEncoder	out	desktop	18	344ee7ee1c2b	238
PlayerExactMoveEncoder	out	desktop	19	131c5e6bf572	239
PlayerFaceAngleEncoder	out	desktop	1	9a7ccd9b7a12	221,227-228,235
PlayerFaceAngleEncoder	out	desktop	2	026a205d60d3	222-223,234,236
PlayerFaceAngleEncoder	out	desktop	3	62bac53c935e	224,230-231,237
PlayerFaceAngleEncoder	out	desktop	4	be0016bd9f98	225-226,229,232-233
PlayerFacePathingEntityEncoder	out	desktop	1	80e62675d440	221,224-225,232-233
PlayerFacePathingEntityEncoder	out	desktop	2	983f74252678	222,231
PlayerFacePathingEntityEncoder	out	desktop	3	f2d67731133d	223
PlayerFacePathingEntityEncoder	out	desktop	4	8ad03ed0d5d0	226
PlayerFacePathingEntityEncoder	out	desktop	5	02c7646f77d6	227
PlayerFacePathingEntityEncoder	out	desktop	6	f7d5d6552563	228,230
PlayerFacePathingEntityEncoder	out	desktop	7	375ae565a2ff	229
PlayerFacePathingEntityEncoder	out	desktop	8	e55e7fb788c7	234
PlayerFacePathingEntityEncoder	out	desktop	9	59c33d8b8bad	235-237
PlayerFacingEncoder	out	desktop	1	8246a3f02d19	238-239
PlayerFreezeEncoder	out	desktop	1	065522dcfc76	239
PlayerHeadbarEncoder	out	desktop	1	47a3027ade81	237
PlayerHeadbarEncoder	out	desktop	2	238abf3bc262	238
PlayerHeadbarEncoder	out	desktop	3	091ff35b1244	239
PlayerHitEncoder	out	desktop	1	bc4ffd403102	221
PlayerHitEncoder	out	desktop	2	487d7ee6304a	222
PlayerHitEncoder	out	desktop	3	ccdba4c36076	223
PlayerHitEncoder	out	desktop	4	1785e7917ee8	224
PlayerHitEncoder	out	desktop	5	9b2750043cfe	225
PlayerHitEncoder	out	desktop	6	63fb145d61f7	226
PlayerHitEncoder	out	desktop	7	e83f26138aa5	227
PlayerHitEncoder	out	desktop	8	68ada3fd7b2d	228
PlayerHitEncoder	out	desktop	9	1ef029ac81b3	229
PlayerHitEncoder	out	desktop	10	99a70c4ad927	230
PlayerHitEncoder	out	desktop	11	9d769a21fcab	231
PlayerHitEncoder	out	desktop	12	85e86cf762d9	232
PlayerHitEncoder	out	desktop	13	0340c22e86c4	233
PlayerHitEncoder	out	desktop	14	e4676077c66c	234
PlayerHitEncoder	out	desktop	15	9d64f7e95f2f	235
PlayerHitEncoder	out	desktop	16	48c85221517a	236
PlayerHitEncoder	out	desktop	17	42d94388ba07	237-238
PlayerHitEncoder	out	desktop	18	9889f9dc34cc	239
PlayerInfoEncoder	out	desktop	1	0e81a24d70b3	221-239
PlayerMoveSpeedEncoder	out	desktop	1	d800f7a97a86	221-222,236
PlayerMoveSpeedEncoder	out	desktop	2	781146dd98be	223,227-229,233
PlayerMoveSpeedEncoder	out	desktop	3	17e38d105445	224-226,230,237-239
PlayerMoveSpeedEncoder	out	desktop	4	f88ae4834cbf	231-232,234-235
PlayerResetEncoder	out	desktop	1	2d385c8f46f7	239
PlayerSayEncoder	out	desktop	1	a7a5a0fcdbf1	221-239
PlayerSequenceEncoder	out	desktop	1	a7b9b923ba2a	221,230,234
PlayerSequenceEncoder	out	desktop	2	27c13272bac4	222,224
PlayerSequenceEncoder	out	desktop	3	c5a1c5b9261a	223
PlayerSequenceEncoder	out	desktop	4	bb4d2e9abcc1	225
PlayerSequenceEncoder	out	desktop	5	148b0419af16	226,236
PlayerSequenceEncoder	out	desktop	6	8992a6b5833c	227,229
PlayerSequenceEncoder	out	desktop	7	df181b3fbe53	228,235,237
PlayerSequenceEncoder	out	desktop	8	0a1a630ce143	231,239
PlayerSequenceEncoder	out	desktop	9	79a09ea8083c	232-233
PlayerSequenceEncoder	out	desktop	10	54193d758a98	238
PlayerSpotAnimEncoder	out	desktop	1	c0bdc30b4c94	221
PlayerSpotAnimEncoder	out	desktop	2	9a54d2641cea	222
PlayerSpotAnimEncoder	out	desktop	3	180ce113c020	223
PlayerSpotAnimEncoder	out	desktop	4	b23d35624464	224
PlayerSpotAnimEncoder	out	desktop	5	38c46df8d4da	225
PlayerSpotAnimEncoder	out	desktop	6	22f225c37670	226
PlayerSpotAnimEncoder	out	desktop	7	c2ec8aa37d8b	227
PlayerSpotAnimEncoder	out	desktop	8	35f4914724d4	228
PlayerSpotAnimEncoder	out	desktop	9	4f448f3acb64	229
PlayerSpotAnimEncoder	out	desktop	10	c7ecdd91697e	230
PlayerSpotAnimEncoder	out	desktop	11	ae27bc8aed76	231
PlayerSpotAnimEncoder	out	desktop	12	28849b36452c	232
PlayerSpotAnimEncoder	out	desktop	13	e55b196837bb	233,238
PlayerSpotAnimEncoder	out	desktop	14	ad8661603ab8	234
PlayerSpotAnimEncoder	out	desktop	15	e628ab05f214	235
PlayerSpotAnimEncoder	out	desktop	16	8d6d66694adf	236
PlayerSpotAnimEncoder	out	desktop	17	2d9f9113076b	237
PlayerSpotAnimEncoder	out	desktop	18	8b26c2bff7d9	239
PlayerSpotAnimSpecificEncoder	out	desktop	1	19b097690538	221
PlayerSpotAnimSpecificEncoder	out	desktop	2	374015ea37ea	222
PlayerSpotAnimSpecificEncoder	out	desktop	3	385741b119f8	223
PlayerSpotAnimSpecificEncoder	out	desktop	4	358441bb4ee8	224
PlayerSpotAnimSpecificEncoder	out	desktop	5	b18b8635ae03	225
PlayerSpotAnimSpecificEncoder	out	desktop	6	c0bfe1af7de3	226
PlayerSpotAnimSpecificEncoder	out	desktop	7	d16eb1bd6303	227
PlayerSpotAnimSpecificEncoder	out	desktop	8	521155c501e6	228
PlayerSpotAnimSpecificEncoder	out	desktop	9	363b6f16d80d	229
PlayerSpotAnimSpecificEncoder	out	desktop	10	afce82584fa8	230
PlayerSpotAnimSpecificEncoder	out	desktop	11	16223cc841da	231
PlayerSpotAnimSpecificEncoder	out	desktop	12	1983de1ad8f9	232
PlayerSpotAnimSpecificEncoder	out	desktop	13	39feff7d33ee	233
PlayerSpotAnimSpecificEncoder	out	desktop	14	e982c47d5662	234
PlayerSpotAnimSpecificEncoder	out	desktop	15	4efee150521f	235
PlayerSpotAnimSpecificEncoder	out	desktop	16	14f13f9004d9	236
PlayerSpotAnimSpecificEncoder	out	desktop	17	a7c9708efcdf	237
PlayerSpotAnimSpecificEncoder	out	desktop	18	edac78eaa994	238
PlayerSpotAnimSpecificEncoder	out	desktop	19	27e33d39c85a	239
PlayerTemporaryMoveSpeedEncoder	out	desktop	1	781146dd98be	221,225,229-230,232
PlayerTemporaryMoveSpeedEncoder	out	desktop	2	f88ae4834cbf	222,224,227,236
PlayerTemporaryMoveSpeedEncoder	out	desktop	3	d800f7a97a86	223,231,233,237-239
PlayerTemporaryMoveSpeedEncoder	out	desktop	4	17e38d105445	226,228,234-235
PlayerTintingEncoder	out	desktop	1	c82e99428563	221
PlayerTintingEncoder	out	desktop	2	26805f320500	222
PlayerTintingEncoder	out	desktop	3	93286f1bbe69	223
PlayerTintingEncoder	out	desktop	4	9dda36eb12f5	224
PlayerTintingEncoder	out	desktop	5	cd08db5cc069	225
PlayerTintingEncoder	out	desktop	6	84cd558ef739	226
PlayerTintingEncoder	out	desktop	7	f75bf9b98962	227
PlayerTintingEncoder	out	desktop	8	2d7a3cfd083c	228
PlayerTintingEncoder	out	desktop	9	2e2dc9acde46	229
PlayerTintingEncoder	out	desktop	10	f2b2c8137eae	230
PlayerTintingEncoder	out	desktop	11	5f88e3c1b690	231
PlayerTintingEncoder	out	desktop	12	bd20dcae17ae	232
PlayerTintingEncoder	out	desktop	13	1536dd4a0ac0	233
PlayerTintingEncoder	out	desktop	14	31a37a1a7a81	234
PlayerTintingEncoder	out	desktop	15	4fb320ec97ac	235
PlayerTintingEncoder	out	desktop	16	2e195d551e56	236
PlayerTintingEncoder	out	desktop	17	3075d067afc8	237
PlayerTintingEncoder	out	desktop	18	575d790bc14e	238
PlayerTintingEncoder	out	desktop	19	55d98b3e76ce	239
PlayerTransparencyEncoder	out	desktop	1	96705033bbec	239
PrecomputedExtendedInfoEncoder	out	internal	1	e3b0c44298fc	221-239
PrefetchRequestDecoder	in	shared	1	a00941bb96b2	221-239
PriorityChangeHighDecoder	in	shared	1	242081d96254	221-239
PriorityChangeLowDecoder	in	shared	1	bd5172a107c0	221-239
ProjAnimSpecificEncoder	out	desktop	1	a69d8f4022fb	221
ProjAnimSpecificEncoder	out	desktop	2	db475ef0a48b	222
ProjAnimSpecificEncoder	out	desktop	3	59114a6b782f	223
ProjAnimSpecificEncoder	out	desktop	4	5bba243bee71	224
ProjAnimSpecificEncoder	out	desktop	5	f3c53a5f7848	225
ProjAnimSpecificV3Encoder	out	desktop	1	ddba9024b3fd	226
ProjAnimSpecificV3Encoder	out	desktop	2	26d08ac69a3d	227
ProjAnimSpecificV3Encoder	out	desktop	3	777db58ed810	228
ProjAnimSpecificV3Encoder	out	desktop	4	b03012c49258	229
ProjAnimSpecificV3Encoder	out	desktop	5	100b794a2dc6	230
ProjAnimSpecificV3Encoder	out	desktop	6	acf6752f4531	231
ProjAnimSpecificV4Encoder	out	desktop	1	a0e6ec29311f	231
ProjAnimSpecificV4Encoder	out	desktop	2	bd7c74a0cf61	232
ProjAnimSpecificV4Encoder	out	desktop	3	3c988b095ad2	233
ProjAnimSpecificV4Encoder	out	desktop	4	da9d5aefeac7	234
ProjAnimSpecificV4Encoder	out	desktop	5	3e152069238c	235
ProjAnimSpecificV4Encoder	out	desktop	6	018b778d2485	236
ProjAnimSpecificV4Encoder	out	desktop	7	ef65e600b64e	237
ProjAnimSpecificV4Encoder	out	desktop	8	8ac9b3e56bc7	238
ProjAnimSpecificV4Encoder	out	desktop	9	163084994c2c	239
ProofOfWorkReplyDecoder	in	shared	1	cac53659fb5e	221-239
ProofOfWorkResponseEncoder	out	shared	1	ce8ebf62a03c	221-239
RSevenStatusDecoder	in	desktop	1	7fa3ef871fbe	227-239
RebuildNormalEncoder	out	desktop	1	0592100fbc1a	221
RebuildNormalEncoder	out	desktop	2	4957188eb14e	222
RebuildNormalEncoder	out	desktop	3	f83e80a22f96	223
RebuildNormalEncoder	out	desktop	4	9e2bfcf5dd11	224
RebuildNormalEncoder	out	desktop	5	9f7259b089c3	225
RebuildNormalEncoder	out	desktop	6	b0f2b9aefd06	226
RebuildNormalEncoder	out	desktop	7	7685090022c7	227
RebuildNormalEncoder	out	desktop	8	1ba511bcb980	228
RebuildNormalEncoder	out	desktop	9	3e150f3ab005	229
RebuildNormalEncoder	out	desktop	10	629fb81e00c5	230,233
RebuildNormalEncoder	out	desktop	11	6d1b6728b9f2	231
RebuildNormalEncoder	out	desktop	12	eff1e7300550	232
RebuildNormalEncoder	out	desktop	13	a54de0cb4efd	234
RebuildNormalEncoder	out	desktop	14	0c976db83b88	235
RebuildNormalEncoder	out	desktop	15	c51edeb436bb	236
RebuildNormalV1Encoder	out	desktop	1	d515e0949bd3	237
RebuildNormalV2Encoder	out	desktop	1	16fe475d5e99	237
RebuildNormalV2Encoder	out	desktop	2	4340cc4440b3	238
RebuildNormalV2Encoder	out	desktop	3	7783c924d360	239
RebuildRegionEncoder	out	desktop	1	c9a5e6f9ea9d	221
RebuildRegionEncoder	out	desktop	2	2b6d56315f00	222
RebuildRegionEncoder	out	desktop	3	5307a46559fb	223
RebuildRegionEncoder	out	desktop	4	306aca16f550	224
RebuildRegionEncoder	out	desktop	5	8679770cb329	225
RebuildRegionEncoder	out	desktop	6	6712e5e91e8f	226
RebuildRegionEncoder	out	desktop	7	7d1c0d204814	227
RebuildRegionEncoder	out	desktop	8	a76b270b1059	228
RebuildRegionEncoder	out	desktop	9	facdece68412	229
RebuildRegionEncoder	out	desktop	10	96559dfee789	230
RebuildRegionEncoder	out	desktop	11	b786e367a215	231
RebuildRegionEncoder	out	desktop	12	2bc214c3c340	232
RebuildRegionEncoder	out	desktop	13	2e0a51258b3e	233
RebuildRegionEncoder	out	desktop	14	fbcf09fbb857	234
RebuildRegionEncoder	out	desktop	15	55f00b0a4adc	235
RebuildRegionEncoder	out	desktop	16	e3e0c5762036	236
RebuildRegionV1Encoder	out	desktop	1	42afd2e8702a	237
RebuildRegionV2Encoder	out	desktop	1	4c6719675be7	237
RebuildRegionV2Encoder	out	desktop	2	4a3205b5592a	238
RebuildRegionV2Encoder	out	desktop	3	cff48d7b4681	239
RebuildWorldEntityEncoder	out	desktop	1	c4e90d04bd2b	222
RebuildWorldEntityEncoder	out	desktop	2	3e88088f9b84	223-224
RebuildWorldEntityV2Encoder	out	desktop	1	927b1ab11ee2	225-228
RebuildWorldEntityV3Encoder	out	desktop	1	002202991285	229-236
RebuildWorldEntityV3Encoder	out	desktop	2	08e8aa4f5339	237
RebuildWorldEntityV4Encoder	out	desktop	1	06e6eb847fb3	237-239
ReconnectOkResponseEncoder	out	shared	1	0e81a24d70b3	221-239
ReflectionCheckReplyDecoder	in	desktop	1	a3c2a4db6adc	221-239
ReflectionCheckerEncoder	out	desktop	1	d066843bb668	221-239
RegionEncoder	out	desktop	1	a571834d59ca	223-236
RegionEncoder	out	desktop	2	50ff3b453498	237
RegionEncoder	out	desktop	3	83bc26e6d412	238-239
RemainingBetaArchivesDecoder	in	shared	1	3823e571974c	221
RemainingBetaArchivesDecoder	in	shared	2	25c563c738ef	222
RemainingBetaArchivesDecoder	in	shared	3	5b8f0e29fc15	223
RemainingBetaArchivesDecoder	in	shared	4	ab0aa5005b6b	224
RemainingBetaArchivesDecoder	in	shared	5	b442047e1236	225
RemainingBetaArchivesDecoder	in	shared	6	1c2c8329e973	226
RemainingBetaArchivesDecoder	in	shared	7	d9524a7ad4aa	227
RemainingBetaArchivesDecoder	in	shared	8	0afc4d540258	228
RemainingBetaArchivesDecoder	in	shared	9	5527f90d5ae1	229
RemainingBetaArchivesDecoder	in	shared	10	0addba2aa22b	230
RemainingBetaArchivesDecoder	in	shared	11	e06bb1cacdc6	231
RemainingBetaArchivesDecoder	in	shared	12	3acfad74719f	232
RemainingBetaArchivesDecoder	in	shared	13	42765f86611c	233
RemainingBetaArchivesDecoder	in	shared	14	b3ff5aa4ad77	234
RemainingBetaArchivesDecoder	in	shared	15	e8b9dc8d5b78	235
RemainingBetaArchivesDecoder	in	shared	16	632631a5f66e	236
RemainingBetaArchivesDecoder	in	shared	17	37ea63d47ae6	237
RemainingBetaArchivesDecoder	in	shared	18	10bf1c28f3e3	238
RemainingBetaArchivesDecoder	in	shared	19	f8ec45bb830f	239
ResetAnimsEncoder	out	desktop	1	e3b0c44298fc	221-239
ResetInteractionModeEncoder	out	desktop	1	925cbe977a89	226-239
ResumePCountDialogDecoder	in	desktop	1	b13d03cb3bfe	221-239
ResumePCountDialogLongDecoder	in	desktop	1	8f5ba1bbfdec	237-239
ResumePNameDialogDecoder	in	desktop	1	4d72c2968a84	221-239
ResumePObjDialogDecoder	in	desktop	1	339a42f56a0b	221-239
ResumePStringDialogDecoder	in	desktop	1	3d94538e04d2	221-239
ResumePauseButtonDecoder	in	desktop	1	e85442ac48ce	221
ResumePauseButtonDecoder	in	desktop	2	115a71bdc236	222,238
ResumePauseButtonDecoder	in	desktop	3	cd39a58c16e6	223
ResumePauseButtonDecoder	in	desktop	4	753fff166952	224,237
ResumePauseButtonDecoder	in	desktop	5	8912f7e2e356	225,232
ResumePauseButtonDecoder	in	desktop	6	0be73467609e	226
ResumePauseButtonDecoder	in	desktop	7	67a8dddd0463	227
ResumePauseButtonDecoder	in	desktop	8	c63b8fd891dd	228
ResumePauseButtonDecoder	in	desktop	9	f4ed7f7053b2	229
ResumePauseButtonDecoder	in	desktop	10	611b9ead8f58	230
ResumePauseButtonDecoder	in	desktop	11	447ad85dcb08	231
ResumePauseButtonDecoder	in	desktop	12	23f6208a104b	233
ResumePauseButtonDecoder	in	desktop	13	983e64cc5b3d	234
ResumePauseButtonDecoder	in	desktop	14	112ee7940b34	235
ResumePauseButtonDecoder	in	desktop	15	1f04c5799de4	236
ResumePauseButtonDecoder	in	desktop	16	fefc00e1cee6	239
RunClientScriptEncoder	out	desktop	1	dfe8ae8595c3	221-230
RunClientScriptEncoder	out	desktop	2	fec9fec1aaa3	231-236
RunClientScriptEncoder	out	desktop	3	94da4f10604b	237-239
ScriptedProjAddEncoder	out	desktop	1	e44a324bdd62	239
ScriptedProjChangeEncoder	out	desktop	1	53e5875cb8fa	239
SendPingEncoder	out	desktop	1	cd953a95a7a5	221-239
SendPingReplyDecoder	in	desktop	1	e204f3e56d97	221
SendPingReplyDecoder	in	desktop	2	46f7ae31fafd	222
SendPingReplyDecoder	in	desktop	3	c224fe3529e0	223
SendPingReplyDecoder	in	desktop	4	d5fe500d74b3	224
SendPingReplyDecoder	in	desktop	5	8377153dc436	225
SendPingReplyDecoder	in	desktop	6	fbdf87681db0	226
SendPingReplyDecoder	in	desktop	7	ac7b6488cbcf	227
SendPingReplyDecoder	in	desktop	8	1875bc946b3b	228
SendPingReplyDecoder	in	desktop	9	63760bf46fc4	229
SendPingReplyDecoder	in	desktop	10	0ff020224f7e	230
SendPingReplyDecoder	in	desktop	11	9849ac5edbbf	231
SendPingReplyDecoder	in	desktop	12	cd8740adb7e0	232
SendPingReplyDecoder	in	desktop	13	771318102c09	233
SendPingReplyDecoder	in	desktop	14	52ea54c3655f	234
SendPingReplyDecoder	in	desktop	15	d64b13a92e75	235
SendPingReplyDecoder	in	desktop	16	726095c3f710	236
SendPingReplyDecoder	in	desktop	17	fa43fb777a67	237
SendPingReplyDecoder	in	desktop	18	3990ddaffa45	238
SendPingReplyDecoder	in	desktop	19	cee2a522e057	239
SendSnapshotDecoder	in	desktop	1	914b14c8ab3c	221-239
ServerTickEndEncoder	out	desktop	1	e3b0c44298fc	221-239
SetActiveWorldEncoder	out	desktop	1	e3909e997a8f	222-228
SetActiveWorldV1Encoder	out	desktop	1	c10d41a08941	229-230
SetActiveWorldV2Encoder	out	desktop	1	76a66d0b9317	229-236
SetActiveWorldV2Encoder	out	desktop	2	6c89c59e7003	237-239
SetChatFilterSettingsDecoder	in	desktop	1	bc268b3fbe78	221-239
SetHeadingDecoder	in	desktop	1	1d79c58e1165	226,229,238
SetHeadingDecoder	in	desktop	2	a4d7411fe51e	227,232-233,235-236
SetHeadingDecoder	in	desktop	3	34317f7f0576	228,237
SetHeadingDecoder	in	desktop	4	496d31eb73ae	230-231,234,239
SetHeatmapEnabledEncoder	out	desktop	1	b93321872858	223-239
SetInteractionModeEncoder	out	desktop	1	437b991dabfa	226-239
SetMapFlagEncoder	out	desktop	1	4d5060aca29c	221-235
SetMapFlagV1Encoder	out	desktop	1	4d5060aca29c	236
SetMapFlagV2Encoder	out	desktop	1	33ceba8f9084	236-239
SetNpcUpdateOriginEncoder	out	desktop	1	02a5d4cb437e	222-239
SetPlayerOpEncoder	out	desktop	1	f3ed01a3f1e8	221
SetPlayerOpEncoder	out	desktop	2	526fe387f7d0	222
SetPlayerOpEncoder	out	desktop	3	e4a51a67a7b1	223
SetPlayerOpEncoder	out	desktop	4	46832146978f	224-225,235
SetPlayerOpEncoder	out	desktop	5	2cac64c0a63c	226
SetPlayerOpEncoder	out	desktop	6	fc58c16d4532	227
SetPlayerOpEncoder	out	desktop	7	6ec299c69a96	228
SetPlayerOpEncoder	out	desktop	8	0db4769ee67a	229
SetPlayerOpEncoder	out	desktop	9	7a519654495c	230-231
SetPlayerOpEncoder	out	desktop	10	832179d5eb07	232
SetPlayerOpEncoder	out	desktop	11	63a5e525fdd8	233
SetPlayerOpEncoder	out	desktop	12	2a9dafe39457	234
SetPlayerOpEncoder	out	desktop	13	c0129f039345	236
SetPlayerOpEncoder	out	desktop	14	416acf9d39c3	237
SetPlayerOpEncoder	out	desktop	15	83bb26346149	238
SetPlayerOpEncoder	out	desktop	16	f8edf8e89e4b	239
SiteSettingsEncoder	out	desktop	1	47c2e55d832d	223-239
SoundAreaEncoder	out	desktop	1	61b9f084c46a	221
SoundAreaEncoder	out	desktop	2	7fd927038be8	222
SoundAreaEncoder	out	desktop	3	628be9f3c284	223
SoundAreaEncoder	out	desktop	4	76c440142915	224
SoundAreaEncoder	out	desktop	5	e040a00ef1c4	225
SoundAreaEncoder	out	desktop	6	b1fe1a4f6505	226
SoundAreaEncoder	out	desktop	7	63b91c063f41	227
SoundAreaEncoder	out	desktop	8	97590460ab9b	228
SoundAreaEncoder	out	desktop	9	f67897719a48	229
SoundAreaEncoder	out	desktop	10	32b8c6f0328d	230
SoundAreaEncoder	out	desktop	11	0af4228bec9f	231
SoundAreaEncoder	out	desktop	12	681b523aacce	232
SoundAreaEncoder	out	desktop	13	9c9120cef9e2	233
SoundAreaEncoder	out	desktop	14	3ac634955913	234
SoundAreaEncoder	out	desktop	15	1cf1aa7fae2b	235
SoundAreaEncoder	out	desktop	16	99b85446662a	236
SoundAreaEncoder	out	desktop	17	f5dc0dda4f70	237
SoundAreaEncoder	out	desktop	18	f1a5713f76f9	238
SoundAreaEncoder	out	desktop	19	59c8b4e9e3e2	239
SoundJingleEndDecoder	in	desktop	1	532edfc816bf	221-239
SuccessfulLoginResponseEncoder	out	shared	1	10e673e32fd4	221-239
SynthSoundEncoder	out	desktop	1	b293c9e4f634	221-239
TeleportDecoder	in	desktop	1	edb00cb0087f	221
TeleportDecoder	in	desktop	2	041d3f8d0856	222
TeleportDecoder	in	desktop	3	faaad4b527d3	223
TeleportDecoder	in	desktop	4	9f4ac593a6cf	224
TeleportDecoder	in	desktop	5	4f002eab1541	225
TeleportDecoder	in	desktop	6	2d082f93c7f6	226
TeleportDecoder	in	desktop	7	5e939319377e	227
TeleportDecoder	in	desktop	8	0db93d7476e4	228
TeleportDecoder	in	desktop	9	6b29f97e9878	229
TeleportDecoder	in	desktop	10	837b8e4b2a30	230
